Headline,Content,Date
आठ घंटे धरने के बाद बीएनएसवाई के छात्रों की,वाराणसी प्रमुख संवाददाताबीएचयू आयुर्वेद संकाय बैचलर ऑफ नेचुरोपैथी एंड योगिक साइंस बीएनएसवाई छात्रों भत्ते मांग शुक्रवार सेंट्रल ऑफिस धरना मांग इंटर्नशिप अवधि छह महीने बढ़ा नौ महीने जाए करीब साढ़े आठ घंटे धरने बैठने मांगें मान ली गईं बीएनएसवाई अंतिम वर्ष छात्रछात्राओं हम अस्पताल नौ घंटे ड्यूटी ओपीडी मरीजों सेवा बावजूद भत्ता जाता जबकि एमबीबीएस बीएएमएस छात्रों हजार पांच सौ रुपये भत्ता जाता छात्रों धरने नेतृत्व डॉ अनूप सैनी तामिलनाडु हजार रुपये कर्नाटक दस हजार रुपये आंध्र प्रदेश हजार रुपये तथा पुणे इंडियन इंस्टीट्यूट ऑफ नेचुरोपैथी छात्रों आठ हजार रुपये महीने भत्ता जाता बीएनएसवाई सिलेबस बाल रोग आपात चिकित्सा शल्य चिकित्सा सर्जरी मानस रोग विवरण हम पढ़ाई वावजूद हमारी इंटर्नशिप पोस्टिंग लगाई जबकि नेचुरोपैथी मेडिकल कॉलेज डिपार्टमेंट इंटर्नशिप पोस्टिंग लगाई जाती हम लगातार महीने बिंदुओं बीएचयू प्रशासन ध्यान आकृष्ट कोशिश हमारी बात सुनी अंतत मजबूर होकर हमे धरना देने निर्णय पड़ा बीएनएसवाई छात्र सुबह दस बजे धरने बैठे आयुर्वेद संकाय डीन बीएचयू उच्चाधिकारियों बीच बैठक मांग सहमति बनने शाम साढ़े छह बजे धरना समाप्त छात्रों मांगआयुर्वेद संकाय डीन प्रो वीपी सिंह नियमानुसार इंटर्नशिप महीने छह महीने इंटर्नशिप संस्थान करनी पढ़ाई शेष छह महीने बाहर अस्पताल इंटर्नशिप करनी कोविड काल बच्चे बाहर कहां जाएंगे तीन महीने समय बढ़ाने मांग बिल्कुल जायज संबंध मैंने उच्चाधिकारियों बातचीत आश्वासन जनवरी संबंध लिखित आदेश जारी करके छात्रों मांग,2021-01-15
प्रदेश में गरीबों की सुनवाई  रघुनाथ चौधरी,वाराणसी कार्यालय संवाददाताबसपा प्रमुख मायावती वें जन्मदिन शुक्रवार आंबेडकर चौराहा पास शास्त्री घाट पार्टी सभा आयोजन कार्यकर्ताओं जन्मदिन जनकल्याणकारी दिवस रूप मनाते गरीबों गर्म कपड़े कंबल वितरण मुख्य अतिथि वाराणसी मंडल प्रभारी रघुनाथ चौधरी देश प्रदेश गरीबों सुनवाई बसपा शासन सर्वसमाज ध्यान रखा जाता रघुनाथ चौधरी पंचायत चुनाव विधानसभा चुनाव जीत तैयारी जुट हमारी जीत बसपा अध्यक्ष बड़ा तोहफा देवब्रत शर्मा किसानों मुद्दे सरकार चुप किसानों अनदेखी मौके जिलाध्यक्ष इंजी नवीन भारत अवनीश कुमार मुंशीराम सुमन मेराज फारुकी जुग्गन सुरेंद्र कुमार दीपचंद चौधरी मोहन राजभर संतोष अनल हर्ष राजभर अजय प्रताप सिंह सुजीत मौर्या लक्ष्मण राम एमपी अहिरवार सुधा चौरसिया दयाशंकर भारती राजबाबू अरविंद अबू बाकर,2021-01-15
"शिक्षकों को मिलेगा वित्तीय प्रबंधन प्रशिक्षण
",वाराणसी वरिष्ठ संवाददाताप्राइमरी जूनियर विद्यालयों शिक्षकों वित्तीय प्रबंधन प्रशिक्षण स्कूलों हेडमास्टर काम शिक्षकों शैक्षिक प्रशासकीय दायित्व निभाने वित्तीय प्रबंधन महत्वपूर्ण पिछले दिनों स्कूलों निरीक्षण पाया अधिकतर स्कूलों वित्त सम्बन्धी अभिलेखों रखरखाव सही ढंग इससे अनुदानों दुरुपयोग आशंका इसको प्रथम चरण हेडमास्टरों वित्तीय मामलों प्रशिक्षण देने निर्देश राज्य मुख्यालय दिशा पहल जिला प्रशासन निर्देश फिलहाल लगभग विद्यालयों कार्यरत समस्त प्रधान अध्यापकों ऑनलाइन वित्तीय प्रशिक्षण सिलसिले बेसिक शिक्षा यूट्यूब चैनल वित्त लेखाधिकारी तैयार वीडियो अपलोड शिक्षकों गुगल मीट जोड़ा शिक्षकों प्रशिक्षित जिम्मेदारी वित्त लेखाधिकारी कार्यालय वित्त लेखाधिकारी अनूप मिश्र वित्तीय अभिलेखों रोकड़बही लेजर रखरखाव विद्यालयों नियमानुसार जिससे वित्तीय अनुशासन बनाए रखने ऑडिट गंभीर समस्याएं भविष्य वित्तीय अनियमितता आशंका ऐसी स्थिति वित्त लेखाधिकारी कार्यालय बेसिक शिक्षा विभाग जनपद वित्तीय नियमों जागरूकता प्रशिक्षण निर्णय प्रशिक्षण मुख्यत वित्तीय अभिलेखों रखरखाव बजट संबंधी नियमों पालन जोर,2021-01-15
वाराणसी में मंदिर के पास मिले सैकड़ों बुलेट जांच में जुटी पुलिस,वाराणसी काशीपुरा कर्णघंटा मुहल्ले स्थित वेदव्यास मंदिर पास कुंड शुक्रवार डिब्बे बोरे भर रखे सैकड़ों बुलेट मिले खुदाई दौरान मिले बुलेट मजदूर सन्न पुजारी विश्वनाथ सूचना सूचना सीओ दशाश्वमेध अवधेश पांडेय चौक पुलिस डिब्बे बंद बुलेट निकलवाया सीओ पुरानी गोली चलने बची बुलेट इससे खतरा मंदिर कुंड नवीनीकरण कार्य तहत मजदूर खुदाई दौरान फावड़ा डिब्बे पड़ा उसमें गोली निकलने बात पुजारी पास थोड़ी खुदाई बोरी दिखी बाहर निकाला उसमें ढेर बुलेट पुलिस पहुंचने बुलेट निकलवाकर थाने जाया सीओ वजन किलोग्राम संख्या जांच लखनऊ भेजा फायरिंग जुटाकर रखे होंगे बुलेटसीओ फायरिंग मिले बुलेट जुटाकर रखते बाजार बेचा जाता लाइसेंस जारी अनुमान पूर्व फायरिंग जुटाये बुलेट इधर आया कुंड गिर चली गोली अगला हिस्सा यानी लक्ष्य लगने हिस्सा मिलता हिस्सा,2021-01-15
धान खरीद  सरकार की सख्ती के बाद भी नहीं लग सकी बिचौलियों पर रोक,प्रदेश सरकार सख्ती बावजूद धान क्रय केंद्रों बिचौलियों राज गुरुवार मिर्जापुर मड़िहान फर्जी कागजों जरिये धान खरीद मामले पुष्ट इससे बरेली कानपुर सिद्धार्थनगर कुशीनगर प्रयागराज सीतापुर मामले सामने चुके किसान आरोप लगाते सरकार मंशा बावजूद केंद्र प्रभारी स्थानीय अधिकारी ठेकेदार मालिक मिलकर हक मार हाल घटनाओं किसानों आरोपों सही साबित मिर्जापुर मड़िहान गुरुवार नए घोटाले खुलासा एसडीएम जांच पता चला फर्जी किसान बनकर संतनगर केंद्र किसानों नाम धान खरीद मामला सामने आने बिचौलियों खिलाफ केस दर्ज कुशीनगर जिले क्रय केंद्रों किसान कुंतल धान खरीद जिसके पास खेती जमीन सिद्धार्थनगर डुमरियागंज कुंतल धान फर्जी खतौनी खरीदने मामला सामने आया घपले लोगों केस दर्ज बरेली मंडल एफआईआर दर्ज किए चुके बदायूं एसएफसी जिला प्रबंधक शासन निलंबित कानपुर नगर धान खरीदने आरोप घाटमपुर केंद्र प्रभारी सस्पेंड चित्रकूट हरदोई कानपुर देहात उन्नाव मामले सामने चुके प्रयागराज बिचौलियों खिलाफ अलगअलग थानों मुकदमा दर्ज करवाया चुका क्रय केंद्रों धान खरीद शिकायतें आई सोनभद्र कानपुर केंद्र तौल परेशान किसान धान आग लगा दावाः लक्ष्य ज्यादा खरीदधान खरीद वर्ष लाख मीट्रिक टन धान खरीदा चुका जबकि लक्ष्य लाख मीट्रिक टन पूर्वी उत्तर प्रदेश फरवरी खरीद होनी तहत किसानों धान खरीद निगरानीः अबतक कार्रवाईधान खरीद वाली गड़बड़ियों राज्य कार्रवाई चुकी केन्द्र प्रभारियों व्यक्तियों समेत एफआईआर दर्ज कराई चुकी लोगों निलम्बन धान खरीद गड़बड़ी कारण चुका इनमें दोदो सम्भागीय खाद्य नियंत्रक जिला खाद्य विपणन अधिकारी जिला प्रबन्धकपीसीयू जिला प्रबन्धकएसएफसी मण्डी सचिव केन्द्र प्रभारियों निलम्बित चुका विभागीय कार्रवाई केन्द्र प्रभारियों खिलाफ प्रतिकूल प्रविष्टि केन्द्र प्रभारियों चेतावनी कर्मचारियों खिलाफ बताओ नोटिस जारी अलावा मिलरठेकेदार नोटिस लाइसेन्स निलम्बन पांच कर्मचारियों जेल भेजा चुका,2021-01-15
वाराणसी में एक दिन की थानाध्यक्ष बनी 10वीं की छात्रा पर चाकू से हमला,वाराणसी मंडुवाडीह थाने दिन थानाध्यक्ष दसवीं छात्रा जीविका सिंह ऊपर शुक्रवार अज्ञात महिला चाकू धारदार हथियार हमला घायल मामले जानकारी पुलिस जंच पड़ताल जुट विश् बालिका दिवस मौके दसवीं छात्रा मंडुवाडीह दिन थानाध् यक्ष बनाया छात्रा अनुसार स्कूल मड़ौली तभी घूंघट महिला सड़क रोक सिर घुमाने लगी इतने छात्रा क्या पूछने नुकीली चीज हमला करके कार भाग परिजनों अनुसार छात्रा कलाई गहरी चोट आई फिलहाल पिता निजी चिकित्सालय छात्रा इलाज छात्रा अनुसार थाने महज दूरी घटना मंडुवाडीह थाना क्षेत्र मड़ौली गांव वाली कक्षा छात्रा विश्व बालिका दिवस मौके दिन मंडुआडीह थानाप्रभारी चार्ज विश्व बालिका दिवस मौके आयोजित कार्यक्रम मंडुआडीह थाने पहुंचकर छात्रा तत्कालीन थानाध्यक्ष दिन चार्ज लेते थाना परिसर निरीक्षण दौरान थाने आए फरियादियों प्रार्थना पत्र पढ़कर तत्काल त्वरित कार्रवाई आदेश सुनवायी दौरान लहरतारा क्षेत्र पुस्तैनी मकान विवाद सामने आया दिन थाना प्रभारी दोनों पक्षों सुलह समझौता कराकर वापस भेज छात्रा क्षेत्र काफी चर्चा मंडुवाडीह थाना प्रभारी राजेश त्रिपाठी मामले तफ्तीश सीसीटीवी फुटेज खंगाले घटना पीछे कारणों जल्द पता लगा तहरीर तहरीर आधार विधिक कार्रवाई,2021-01-15
काशी में विश्वनाथ दरबार से राम मंदिर निधि संग्रह अभियान का शुभारंभ ,अयोध्या रामलला भव्य मंदिर निर्माण निधि संग्रह अभियान शुरुआत शुक्रवार काशी बाबा विश्वनाथ दरबार विहिप कार्यकर्ताओं भगवान राम आराध्य श्री विश्वेश्वर निधि संग्रह अभियान पहली रसीद अर्पित नगर पहली महिला नगर प्रमुख मृदुला जायसवाल मंदिर दान स्वीकार मेयर लाख हजार रुपये दान मंदिर शुक्रवार सुबह विहिप कार्यकर्ता श्री काशी विश्वनाथ मंदिर विधिविधान पूजा बाबा निधि संग्रह अभियान पहली रसीद अर्पित हरहर महादेव जयकारे परिसर गूंज उठा भारतीय संत समिति दिनों विहिप साधु संत देश भर करोड़ हिंदू परिवार धनसंग्रह संपर्क भारतीय संत समिति राष्ट्रीय महामंत्री स्वामी जितेंद्रानंद सरस्वती अयोध्या भूमि बनने राम मंदिर सरकारी पैसे बजाय दान पैसे बनेगा अखिल भारतीय संत समिति विश्व हिंदू परिषद मकर संक्रांति माघी पूर्णिमा देशव्यापी धन संग्रह अभियान चलाएगा राष्ट्रीय महामंत्री राम मंदिर निर्माण धन संग्रह आयोजन धर्म दृष्टि बड़ा आयोजन संत समिति प्रयास अभियान गिनीज बुक ऑफ वर्ल्ड रिकॉर्ड दर्ज जाए संतों विश्व हिंदू परिषद लाख अधिक अभियान शहर गांव जाएंगे दिनों करोड़ परिवार करोड़ हिंदुओं अभियान जोड़ा धन संग्रह आयोजन श्रीराम जन्मभूमि तीर्थ क्षेत्र ट्रस्ट तैयारी रखी रुपये बारकोड कूपन छपवाए बड़ी धनराशि रसीद इंतजाम,2021-01-15
पहले दिन 31700 मेडिकल स्टाफ को लगेगा लगेगी कोरोना वैक्सीन,यूपी देशभर शनिवार कोरोना टीकाकरण अभियान उत्तर प्रदेश दिन स्वास्थ्यकर्मियों टीके लगाए जाएंगे सुबह नौ बजे टीकाकरण शुरुआत प्रदेश केंद्र सौसौ स्वास्थ्यकर्मियों टीके लगेंगे डॉक्टर पैरामेडिकल स्टाफ शामिल दौरान पीएम नरेंद्र मोदी टीका लगवाने लोगों वीडियो कॉन्फ्रेंसिंग वार्ता वाराणसी झांसी अस्पतालों पीएम मोदी संवाद तैयारी स्वास्थ्य मंत्री जय प्रताप सिंह शुक्रवार लोक भवन मीडिया सेंटर आयोजित पत्रकार वार्ता प्रदेश तीन दिन लाख वैक्सीन चुकी हजार वैक्सीन मिली मंत्री कोविशील्ड लाख डोज कोवैक्सीन हजार डोज मिली मंत्री टीकाकरण प्रदेश आम खास मतलब चाहे प्रभावशाली हम टीकाकरण निर्धारित चरणों अनुसार वैक्सीन लगाएंगे चरण स्वास्थ्यकर्मियों चरण फ्रंटलाइन वर्कर तीसरे चरण वर्ष अधिक आयु लोगों वर्ष कम आयु लोगों गंभीर बीमारी पीड़ित टीका लगाया तीन दिन टीकाकरण अभियान हमारा लक्ष्य जगह लोगों लाभ जय प्रताप सिंह चरण नौ लाख स्वास्थ्यकर्मियों वैक्सीन लगाई जानी तीन दिन तैयारी उत्तर प्रदेश टीकाकरण केंद्रों दिन केंद्रों टीकाकरण बड़े शहरों जरूरत अनुसार संख्या बढ़ाई सकती सरकारी प्राइवेट अस्पतालों नौ लाख स्वास्थ्य कर्मियों तीन दिन टीका तैयारी हफ्ते दिन सोमवार शुक्रवार वैक्सीन तैयारी सीसीटीवी कैमरे निगरानी वैक्सीन रखा केंद्र वैक्सीनेटर पुलिसकर्मियों सहित पांच कर्मचारियों तैनात टीकाकरण तीन सत्र होंगे टीकाकरण केंद्र तीन कमरे होंगे पहला प्रतीक्षा कक्षा दूसरा टीकाकरण कक्ष तीसरा निगरानी कक्ष वैक्सीन लगने लाभार्थी आधा घंटे निगरानी कक्ष बैठाया टीकाकरण केंद्र वैक्सीन कैरियर प्रत्येक चार कंडीशनिंग आइसपैक लाभार्थियों संख्या अनुसार वैक्सीन एडी सिरिंज हब कटर वायल ओपनर एनाफाइलेक्सिस किट मौजूद पीएम मोदी वाराणसी झांसी लाभार्थी वार्तादेश टीकाकरण शुभारंभ पीएम नरेंद्र मोदी शनिवार दौरान वर्चुअल माध्यम वाराणसी जिला महिला अस्पताल झांसी एमएलबी मेडिकल कॉलेज मौजूद लाभार्थियों संवाद,2021-01-15
कोरोना  जिला महिला अस्पताल में लगेगा पहला टीका,वाराणसी कार्यालय संवाददाताकोरोना पहला टीका जिला महिला अस्पताल चतुर्थ श्रेणी स्वास्थ्यकर्मी लगेगा विभाग शुक्रवार पहला टीका लगवाने कर्मचारी नाम घोषणा प्रधानमंत्री नरेन्द्र मोदी जिले टीकाकरण लाभार्थी संवाद अलावा वैक्सीनेशन प्रथम चरण कार्यक्रम बदलाव बजाय सिर्फ छह केंद्रों प्रत्येक केंद्र स्वास्थ्यकर्मियों टीकाकरण नई व्यवस्था राजकीय महिला अस्पतालकबीरचौरा जिला अस्पताल ´पांडेयपुर हेरीटेज मेडिकल कॉलेज Üð·भदवर सामुदायिक स्वास्थ्य केंद्र विद्यापीठ ब्लाक सामुदायिक स्वास्थ्य केंद्र सेवापुरी सुबह बजे शाम बजे टीकाकरण चलेगा प्रत्येक केंद्र काम मजिस्ट्रेट निगरानी स्वास्थ्य विभाग तैयारी जुटा बारे सीएमओ डॉ वीबी सिंह हम लोगों केंद्रों टीका प्लान शासन निर्देश बदलाव केंद्रों टीका लगेगा हम लोगों तैयारी छह सौ स्वास्थ्यकर्मियों आज भेजेंगे मैसेजपहले दिन टीकाकरण शामिल जिले छह सौ स्वास्थकर्मियों शुक्रवार मोबाइल मैसेज भेजा केंद्र पहुंचेंगे मैसेज टीकाकरण केंद्र नाम नाम समय तारीख लिखा रहता पढ़कर अपनेअपने टीकाकरण केंद्र पहुंचेंगे टीका लगाया टीका लगने ऑटोमेटिक लाभार्थियों मैसेज चला जाता दिन दूसरा डोज लगाया जाता कोल्ड चेन प्वाइंट आज वैक्सीनडिस्ट्रिक्ट कोल्ड चेन प्वाइंट शुक्रवार पुलिस सुरक्षा डिस्ट्रिक्ट कोल्ड स्टोरेज सेंटर वैक्सीन तैयारी ली स्वास्थ्य विभाग तैयारी केंद्रों जगह कारण दायरा सीमित कोल्ड चेन प्वाइंट वैक्सीन शनिवार सुबह बजे टीकाकरण केंद्र प्रधानमंत्री संवाद तैयारी तेजमहिला अस्पताल प्रधानमंत्री नरेंद्र मोदी लाभार्थी संवाद स्वास्थ्य विभाग तैयारी जुटा महिला अस्पताल एलईडी स्क्रीन सीसीटीवी कैमरे इंटरनेट कनेक्टिविटी सहित व्यवस्था,2021-01-15
भारत की कई प्राचीन बूटियों पर चीन का कब्जा,वाराणसी अरविंद मिश्रआयुर्वेद थाती माने पांच हिमालयन प्लांट चीन धीरेधीरे कब्जा जमाता पांच औषधीय पौधों रोडेला रोजिया वैज्ञानिक नाम वाली बूटी इस्तेमाल चीन दवाएं तैयार पेटेंट कराता बीएचयू वैज्ञानिकों बात चिंता सता आने दिनों चीन पौधे संपत्ति बना दरअसल बूटी शरीर ऑक्सीजन संयोजन डिप्रेशन कम सहायक चार औषधियों चीन कब्जा जमाता उनमें साइलेसिया ओबलॉंगा भारतीय नाम सप्तरंगी सप्तचक्र बर्बेरिश अरिस्टाटा भारतीय नाम दारुहरिद्रा रेनवाडिका इंडिका भारतीय नाम बसंती हिपोफी भारतीय नाम अम्लवेतस संजीवनी बूटी कहे रोडेला रोजिया उल्लेख आयुर्वेद शक्तिशाली इम्यूनिटी बूस्टर रूप पौधे तैयार औषधियां बीमारियों कारकर बीएचयू आयुर्वेद विभाग डिस्टिंग्विस्टड प्रो जीपी दुबे अनुसार रोडेला रोजिया उपयोग शरीर तापमान अनुकूलक ऑक्सीजन संयोजक एंटी रेडियेशन एंटी डिप्रेशन रूप जाता संजीवनी दारुहरिद्रा बसंती सप्तरंगी अम्लवेतस सर्वाधिक उपज चीन कब्जे भारत हेक्टेयर भूमि बीएचयू पौधों अध्ययनबीएचयू आयुर्वेद संकाय पौधों वर्ष अध्ययन शुरुआत साइलेसिया ओबलॉंगा डॉ केएन उडुप्पा चिह्नित बीएचयू उपयोग टाइपटू डायबिटीज उपचार औषधि तैयार उसका प्रकाशन फार्मेकोलॉजिकल जरनल बीएचयू उसका पेटेंट हासिल कालांतर रोगों उपचार इसपर शोध चलता दूसरा पेटेंट हासिल सका जबकि चीन इस्तेमाल तैयार दवाओं पेटेंट दारुहरिद्रा बूते चीन महिला वैज्ञानिक नोबेलबर्बेरिश अरिस्टाटा दारुहरिद्रा उपयोग चीन महिला वैज्ञानिक मलेरिया दवा बनाकर तीन वर्ष नोबेल पुरस्कार प्राप्त नोबेल पाने वाली प्रो तूयूयू बीजिंग पेकिंग विश्वविद्यालय हेल्थ साइंस सेंटर प्रभारी औषधि सिर्फ मलेरिया दवा बनाकर चीन करोड़ों डॉलर कमा दारुहरिद्रा जड़ें एंटीसेप्टिक रूप इस्तेमाल जाती पत्तियां पुष्प न्यूरो किडनी संबंधी रोगों उपचार,2021-01-15
सात योग वाली मकर संक्रांति पर गंगा स्नान को उमड़े आस्थावान,वाराणसी प्रमुख संवाददाताकड़ाके ठंड बावजूद सात योगों वाली दुर्लभ मकर संक्रांति हजारों आस्थावानों गंगा स्नान पुण्य लाभ अमृत सिद्धि सर्वार्थ सिद्धि मंगलाश्विनी अमृतसिद्धि योग शोभन योग बुद्धादित्य योग राजप्रद योग युक्त संक्रांति स्नान गुरुवार ब्रह्म मुहूर्त काशी प्रमुख घाटों लोगों रेला दिखाई पड़ने लगा स्नान पर्व दशाश्वमेध घाट गंगा स्नान विशेष महात्म्य भीड़ सर्वाधिक दबाब दशाश्वमेध घाट भोर चार बजे दोपहर बजे स्नानार्थियों भीड़ अहिल्याबाई घाट डॉ राजेंद्र प्रसाद घाट भीड़ एकाकार स्नानार्थियों सुरक्षा जल बैरिकेडिंग बैरिकेडिंग बाहर एनडीआरफ जवान तैनात एनडीआरफ तीन गश्ती दल लगातार चक्कर लगाते दशाश्वमेघ घाट सीढ़ियों चितरंजन पार्क दान लेने कतार इनमें साधु संतों अधिक भिखारी बच्चे सक्रिय दिखे भीड़ दबाव दक्षिण अस्सी घाट उत्तर भैसासुर घाट दिखा दशाश्वमेध क्षेत्र डेढ़सीपुल स्थित खिचड़िया बाबा मंदिर पांच मन खिचड़ी भोग लगा वितरित जमकर पतंगबाजी लुत्फमकर संक्रांति पतंगबाजी दौर पूरे दिन चला पक्के महाल लगायत कॉलोनियों भवनों छतों घाट किनारे गंगा पार पतंगबाजी टोलियां थीं गीत संगीत पिकनिकपार्टी बीच लोगों परंपरागत खेलों आनंद पीएम मोदी गृहमंत्री अमित शाह चित्रों वाली पतंगें जिनपर जोड़ी नंबर वन लिखा खूब लहराई युवतियां पतंगबाजी पीछे रहीं भक्काटे शोर युवकों युवतियों मिश्रित स्वर गूंज पक्के महाल छतों बाकायदा रनिंग कमेंट्री पतंगबाजी सिलसिला अंधेरा चला,2021-01-15
25 से 30 जनवरी तक छपरा इंटरसिटी रद,वाराणसी कार्यालय संवाददाताबलियाफेफना दोहरीकरण जनवरी ब्लॉक कारण छपरावाराणसीछपरा सिटी विशेष गाड़ी जनवरी निरस्त अलावा आनंद विहार टर्मिनस बलिया चलने वाली ट्रेन जनवरी औड़िहार रुकेगी ट्रेन नंबर अगले दिन तथा जनवरी औड़िहार बनकर चलेगी जनवरी चलने वाली ट्रेन दरभंगाअहमदाबाद जनवरी चलने वाली ट्रेन अमृतसरजयनगर मऊभटनीछपरा रास्ते चलेगी जनवरी ट्रेन सूरतछपरा जनवरी चलने वाली ट्रेन आनन्द विहार टर्मिनसरक्सौल जनवरी चलने वाली आनन्द विहार टर्मिनसरक्सौल जनवरी चलने वाली आनन्द विहार टर्मिनसरक्सौल औड़िहारभटनीछपरा रास्ते चलायी जायेगी दुर्ग जनवरी चलने वाली दुर्गछपरा रास्ते आएगी अलावा ट्रेन सूरतछपरा विशेष गाड़ी जनवरी मिनट ट्रेन सूरतछपरा विशेष गाड़ी जनवरी मिनट रोककर चलाई,2021-01-15
ठंड लगने से हुई राष्ट्रीय पक्षी की मौत,रामेश्वर वाराणसी हिन्दुस्तान संवाददीनदासपुर पटेल बस्ती पास बगीचे गुरुवार सुबह राष्ट्रीय पक्षी मोर मरा पाया इससे बर्ड फ्लू आशंका घिरे ग्रामीणों हड़कंप मचा मौके वन विभाग टीम मोर पोस्टमार्टम भेज देर रात आई पोस्टमार्टम रिपोर्ट ठंड मोर मौत खुलासा जानकारी अनुसार गांव दिनेश कुमार विश्वकर्मा बगीचे लौट दौरान नजर मोर पड़ी पास जाकर मर चुका खबर जंगल आग फैल आसपास गांव बड़ी संख्या ग्रामीण एकत्र ग्रामीण बर्ड फ्लू आशंका डरे सहमे सूचना वन विभाग मौके वन क्षेत्राधिकारी नीरज श्रीवास्तव मोर जक्खिनी स्थित राजकीय पशु चिकित्सालय पोस्टमार्टम भेज,2021-01-15
जान जोखिम में डालकर पतंगबाजी,वाराणसी कार्यालय संवाददातामकर संक्रांति दिन पतंगबाजों जान परवाह उधर रेलवे महकमा निश्चिंत अंधरापुल चौकाघाट बीच रेलवे ट्रैक ट्रेनों आनेजाने दौरान पतंगबाज दिन भर दौड़ते संयोग हादसा दौरान रेलवे सुरक्षा एहतियाती कदम उठाये जबकि ट्रैक लोगों दौड़ते ट्रेनों लोको पायलट खुद गति कम दौरान कॉशन ट्रेनें चलाकर कैंट स्टेशन पहुंचीं कैंट धीमी गति ट्रेन निकलती रहीं,2021-01-15
बर्ड फ्लू के संदेह में चूजों की कीमत में 50 फीसदी गिरावट,वाराणसी कार्यालय संवाददाताबर्ड फ्लू चूजों कोराबारियों असर पड़ा चूजे कीमत काफी गिरवाटी आई रुपए चूजा बिकता महज दिन रेट घटकर रुपए बनारस महीने करीब पांच छह लाख चूजे बिकते यानी महीने जिले करीब तीन करोड़ रुपए कारोबार चूजा करीब दिन तैयार जाता उसका वजन ग्राम जिले सैकड़ों चूजे कारोबार बर्ड फ्लू संदेह चलते बड़ा झटका लगा पोल्ट्री फार्म समिति अध्यक्ष अजय खरे बर्ड फ्लू संदेह लागतार दाम गिरवाट कोरोना काल बाजार बार पीक उम्मीद कोरोबार ठीक बाजार सप्लाई चूजे तैयार बर्ड फ्लू आशंका कारोबार बार बैठ कारोबार फीसदी गिरवाट आई मुर्गे कारोबार गिराबर्ड फ्लू आशंका मुर्गे कारोबार झटका लगा अमूमन रुपये किलो बिकता घटकर रुपए जगह रुपए किलो मुर्गा बिक थोक कीमत रुपए रुपये पोल्ट्री फार्म समिति अध्यक्ष अजय खरे बनारस बर्ड फ्लू पुष्टि हम एहतियात बरतते लगातार डिमांड कमी उन्होने मुर्गे कारोबार करीब फीसदी कमी,2021-01-15
चाइनीज मंझे के खिलाफ पुलिस का सर्च ऑपरेशन,वाराणसी प्रमुख संवाददातामौत डोर रूप लोगों डराने चाइनीज मंझे उपयोग बिक्री खिलाफ गुरुवार पुलिस सर्च ऑपरेशन चलाया मंडलीय अस्पताल कबीरचौरा छत चाइनीज मंझे पतंगबाजी आधा दर्जन युवकों पुलिस चालान गुरुवार पूर्वाह्न मरीजों तीमारदार अस्पताल परिसर स्थित पुलिस चौकी सारे अस्पताल वार्ड छत चढ़ धमाचौकड़ी मचा शिकायत तत्काल कार्रवाई चौकी इंचार्ज प्रीतम तिवारी सिपाहियों छत पुलिस युवक दूसरी तरफ वाली सीढ़ी भाग पुलिस सामने पड़े छह युवक भाग पाए पुलिस पास मौजूद चाइनीज मंझा जब्त चालान काटने पुलिस युवकों दुकान बारे पूछताछ मंझा खरीदा युवकों निशानदेही पुलिस लोहटिया स्थित पतंग विक्रेता दुकान जांच चाइनीज मंझा कड़ाई पूछने कुबूल दिनों चाइनीज मंझा बेच प्रशासन कड़ाई बेचना बंद,2021-01-15
दुष्कर्म में असफल युवक ने महिला पर किया हमला,वाराणसी हिन्दुस्तान संवादचांदपुर सनसनीखेज मामला प्रकाश आया दुराचार असफल युवक महिला सिर वार मरा समझकर कान बाली नोच ली रखे भूसे ढेर ढककर भागने लगा दौरान महिला बेटा शोरमचाने लगा महिला लोगों सहयोग भूसे निकालकर अस्पताल पहुंचाया हालत गंभीर आरोपित युवक रिश्ते महिला भतीजा लगता महिला अकेली तभी रिश्ते भतीजा लगने पटीदार पुत्र प्रद्युम्न यादव चहारदीवारी फांद महिला मुंह दबाकर दुष्कर्म कोशिश लगा महिला विरोध गला दबाकर वस्तु सिर प्रहार महिला बेहोश मरा समझकर कान बाली नोंचकर कमरे रखे भूसे ढकने कोशिश लगा समय महिला पुत्र शोर मचाने प्रद्युम्न भाग मंडुवाडीह थाना प्रभारी परशुराम त्रिपाठी युवक केस दर्ज तलाश तीन लोगों हिरासत आरोप महिला घरवालों शिकायत दबाव डाल,2021-01-15
