Headline,Content,Date
मुबारकपुर होजरी और अन्य कपड़ा उत्पाद का बनेगा हब हथकरघा एवं वस्त्रोद्योग विभाग बना रहा कार्ययोजना,आजमगढ़ जेएनएन मुबारकपुर बुनकर विपणन केंद्र स्थापना जिला उत्पादओडीओपी चयनित रेशमी साड़ी कपड़ा कारोबार जुड़े बुनकरों आर्थिक स्थिति सुधार कोरोना संक्रमण दंश झेल बुनकरों दिन आगामी दिनों बहुरने मुबारकपुर विपणन केंद्र बड़ा बाजार मुहैया हथकरघा वस्त्रोद्योग विभाग कार्ययोजना तैयार प्रशासन स्तर प्रस्ताव स्वीकृत शासन मंजूरी भेज सप्ताह दिन नोयडा पानीपत बाराबंकी वाराणसी खलीलाबाद वस्त्रोद्योग जुड़े कारोबारी उत्पाद पहुंचेंगे जिससे मुबारकपुर रेशमी साड़ी उत्तर प्रदेश जिलों कपड़ा कारोबारियों पहुंचेगी मुबारकपुर बुनकरों हुनर प्रचारप्रसार आय वृद्धि हथकरघा वस्त्रोद्योग विभाग कार्ययोजना अनुसार नोएडा होजरी पानीपत होजरी कपड़ा उत्पाद वाराणसी बनारसी साड़ी खलीलाबाद बुनकरी उत्पाद जुड़े कारोबारियों संपर्क व्यापारियों सहमति बुनकरों बात मुबारकपुर विपणन केंद्र स्थापना लाभ हथकरघा वस्त्रोद्योग विभाग कार्ययोजना सफल व्यापारियों बुनकरों काफी फायदा दानिश नेवादा मुबारकपुर विभाग नई पहल कामयाब बुनकरी जुड़े लोगों काफी फायदा उत्पाद बाजार मिलेगा जिलों कपड़ों बिक्री सलाउद्दीननेवादा मुबारकपुर शासनप्रशासन कार्ययोजना सफल मुबारकपुर बुनकरी संजीवनी मिलेगी बहरहाल इंतजार रहेगा जफर अख्तर दुल्हन मुबारकपुर अरसे बुनकरों उत्पाद बाजार विपणन केंद्र स्थापना ओडीओपी चयन फायदा पहल कामयाब राहत समशुज्जमा नेवादा मुबारकपुर बोले अधिकारी मुबारकपुर रेशमी साड़ी अलावा वस्त्र उत्पाद बेहतर बाजार उपलब्ध कार्ययोजना बनाई जिससे नोएडा पानीपत बाराबंकी खलीलाबाद बनारस सहित जिलों व्यापारी बाजार मिलेगा कारोबार बढ़ावा मिलेगा जिलों व्यापारियों बात चुकी कमिश्नर संयुक्त आयुक्त उद्योग अफसरों बैठक प्रस्ताव बनाकर शासन भेजा अरविंद सिंह सहायक आयुक्त हथकरघा वस्त्रोद्योग शाखा मुबारकपुर,2021-01-16
सीएम की महत्वाकांक्षी परियोजना पूर्वांचल एक्सप्रेसवे के रफ्तार को मिली 767240 घन मीटर मिट्टी,आजमगढ़ जेएनएन मुख्यमंत्री योगी आदित्यनाथ महत्वाकांक्षी परियोजना शामिल पूर्वांचल एक्सप्रेसवे निर्माण मिट्टी उपलब्धता रफ्तार जिले चार तहसीलों गांवों होकर गुजर एक्सप्रेसवे जिला प्रशासन कार्यदायी संस्था तीन तहसीलों गांवों जमीन घनमीटर मिट्टी निकालने अनुमति कलेक्ट्रेट सभागार समिति बैठक अनुमति प्रदान कार्यदायी संस्था निर्देशित निर्धारित नियमों अनुसार निर्धारित समय मिट्टी खोदाई सकती अपर जिलाधिकारी वित्त राजस्व गुरु प्रसाद गुप्ता संबंधित तहसीलों एसडीएम जांच आख्या आधार मिट्टी खनन आदेश तहसील सदर नौ गांवों हेक्टेयर घनमीटर मिट्टी निजामाबाद तहसील बड़सरा आयमा उत्तरगांवा बैराडीह गांव हेक्टेयर घन मीटर मिट्टी खनन अनुमति प्रकार तहसील सदर सगड़ी निजामाबाद तहसील गांवों घन मीटर मिट्टी खनन अनुमति प्रदान निर्देश दिए मिट्टी निकासी निर्धारित मानक अनुरूप खनन समय संबंधित भूभाग निर्धारित मानक अधिक गहरा पर्यावरण नियमों राष्ट्रीय हरित प्राधिकरण सुप्रीम कोर्ट निर्णय आदेशों अक्षरश पालन आवश्यक,2021-01-16
वेब सीरीज से मीरजापुर जिले की हो रही थी बदनामी कार्रवाई कराने के लिए अभियान शुरू,मीरजापुर जेएनएन नगर निवासी दीपू प्रजापति वेब सीरीज खिलाफ कार्रवाई ठान ली शुक्रवार नगर मुसफ्फरगंज स्थित केबीपीजी प्रांगण छात्र छात्राओं अध्यापकों बैठककर मीरजापुर वेब सीरीज परिचर्चा वेब सीरीज मीरजापुर जिले लोगों गुंडा अश्लील हरकतें दर्शाया जिसके चलते जनपद लोगों देश प्रांतों लज्जित अपमानित पड़ क्या सही अगर ऐसा हमारा जनपद झूठी बाते वेब सीरीज दिखाकर क्यों प्रसारित धोखाधड़ी खिलाफ कार्रवाई होनी इसलिए मेरा पुलिस निर्देशक खिलाफ मुकदमा दर्ज जेल भेजने मांग ऐसा कार्य करके मां विंध्यवासिनी नगरी बदनाम रहेंगे जिसका खामियाजा पूरे जिले लोगों उठाना पड़ेगा दीपू हस्ताक्षर अभियान चलाया लोगों दस बिंदुओं राय मांगी राय आते मुख्यमंत्री भेजकर दोषियों खिलाफ कार्रवाई मांग दीपू सें पूर्व मीरजापुर जिले सांसद अनुप्रिया पटेल वेब फ िल् म खिलाफ मोर्चा खोल चुकी गाली गलौज हिंसा भरपूर वेब सीरीज वजह दीपू युवाओं बाहर अपमान झेलना पड़ इसको जिले सीरीज लोगों काफी आक्राेश व् याप् त जबकि मीरजापुर वेब सीरीज ऑनलाइन शिकायत पीएमओ चुकी,2021-01-16
बलिया जिले में चौराहों पर पोस्टर लगाने वाली संस्थाओं पर 1111 हजार रुपये का जुर्माना,बलिया जेएनएन प्रचार सामग्री जगहजगह लगाकर शहर खूबसूरती बिगाडऩे वाली संस्थाओं खिलाफ प्रशासन चाबुक चलने लगा क्रम शुक्रवार चौराहों पोस्टर चिपकाने समृद्धि शिक्षण संस्थान आईएएस कोचिंग संस् थान हजार रुपये तथा संस्था पांच हजार जुर्माना लगाया कार्रवाई संस्थाओं हड़कंप मच महापुरुषों सेनानियों मूर्तियों आसपास स्वच्छता अभियान चलाया जिलाधिकारी एचपी शाही अपील नेहरू युवा केंद्र विभिन्न महाविद्यालय छात्रछात्राओं साफसफाई जिलाधिकारी युवाओं मिले हौसला बढ़ाया पोस्टर चपकाने वाली संस्थाओं खिलाफ जुर्माना कार्रवाई ईओ दिनेश विश्वकर्मा समाजसेवा दिवस नेहरू युवा केंद्र दस टीमों अलावा एनएसएस एमएसडब्ल्यू छात्रछात्राओं स्वच्छता अभियान प्रतिभाग जिला युवा अधिकारी अतुल शर्मा नेतृत्व कुंवर सिंह टीडी कॉलेज चित्तू पांडे चौराहा एससी कॉलेज कदम चौराहा जगन्नाथ चौधरी प्रतिमा नया चौक एनसीसी तिराहा सागरपाली गौरी भैया प्रतिमा स्थानों सफाई अभियान चला डीएम कुंवर सिंह टीडी कालेज जाकर अभियान जायजा प्रतिमाएं सम्मान प्रतीक महापुरूषों सेनानियों बलिदान याद कराती सिटी मजिस्ट्रेट शहर कोतवाल बुलाकर ऐसा जुर्माना जरूरी कार्रवाई सुनिश्चित निर्देश दिए सोशल मीडिया शेयर ताकि हों जागरूक जिलाधिकारी सफाई लगे युवा मंडल छात्रों अभियान जुड़ी कार्रवाई सोशल मीडिया शेयर ताकि लोगों सफाई प्रति जागरूक हों नेहरू युवा मंडल शलभ उपाध्याय अभिषेक राय नंदिनी सिंह शालू सिंह प्रियंका गुप्ता नितीश पाठक जबकि टीडी चौराहे टीडी कालेज बीएससी कृषि छात्र देवेंद्र वर्मा राहुल कुमार आशुतोष विवेक बीना यादव कार्य जिलाधिकारी सराहना नोटिस चस्पा स्वच्छता आधारित पोस्टर प्रचार सामग्री चिपकाकर गंदगी करेगा सफाई रंगाई पोताई कराई जुर्माना अलावा जिला प्रशासन स्वच्छता जागरूकता संबंधी पोस्टर ऑफिस चस्पा सिटी मजिस्ट्रेट नागेंद्र सिंह ईओ दिनेश विश्वकर्मा कोतवाल विपिन सिंह मौजूद,2021-01-16
सोनभद्र में बालू साइड संचालन के लिए जारी हुआ लेटर धारा20 के प्रकाशन के बाद खनन का रास्ता साफ,सोनभद्र जेएनएन जनपद बालू खनन रास्ता साफ धारा प्रकाशन ङ्क्षचहित बालू साइडों खनन पट्टा धारकों लेटर आफ इंटेंट सहमति पत्र जारी पट्टा धारकों पर्यावरण अनापत्ति प्रमाण पत्र खदानों खनन कार्य खनन जिले अगोरी खास भगवां ससनई ब्रह्मोरी बालू साइटों प्रारंभ प्रदेश सरकार वर्ष करोड़ अधिक राजस्व प्राप्त वर्तमान समय जिले बालू साइट संचालित वर्ष लटका मामला जिले बालू साइटों संचालन वर्ष टेंडर जारी उक्त जमीन धारा कारण खनन कार्य सका जिसके खनन अधिकारी मोहम्मद महबूब शासन स्तर पत्राचार जिसके दिसंबर शासन धारा प्रकाशन धारा प्रकाशन टेंडर खदानों खनन रास्ता साफ क्या धारा धारा भारतीय वन अधिनियम धारा तहत सरकार भूमि वन क्षेत्र शामिल किए इरादा जाहिर करती अधिनियम धारा तहत वो भूमि अंतिम तौर वन क्षेत्र घोषित जाती पूर्वांचल मंडियां होंगी प्रभावित सोनांचल लाल बजरी पूर्वांचल मंडियों पहुंचती पिछले समय बालू खदानें बंद कारण लाल बजरी दाम आसमान छूने लगे मांग अनुपात आपूर्ति कारण पड़ोसी राज्यों बालू मंगाया जाता जिसके कारण दाम बढ़ जिले एकसाथ बालू खदानें निश्चित रूप बालू उपलब्धता बढ़ेगी दूसरी दाम गिरेंगे पट्टा धारकों खनन कार्य लेटर आफ इंटेंट जारी पट्टा धारक पर्यावरण अनापत्ति प्रमाण पत्र लाएंगे खनन अनुमति बालू खदान प्रारंभ तरफ पूर्वांचल मंडियों लाल बजरी उपलब्धता सुनिश्चित दूसरी शासन वर्ष करोड़ों रुपये राजस्व रूप मिलेगा मोहम्मद महबूब,2021-01-16
विधायक विजय मिश्र की पेशी नहीं होने के बाद आदेश सुरक्षित आज आएगा पेशी पर फैसला,भदोही जेएनएन सामूहिक दुष्कर्म मामले विधायक विजय मिश्र कोर्ट पेश सके सुबह केंद्रीय जेल आगरा कोर्ट मिले पत्र पुलिस कर्मियों कमी चलते पेश जाना संभव अगली तिथि विवेचक अर्जी आधार निर्धारित रिश्तेदार भवन फर्म हड़पने आरोप विधायक सहित तीन खिलाफ गोपीगंज कोतवाली केस दर्ज आरोप आगरा जेल बंद बीच खिलाफ सामूहिक दुष्कर्म सहित चार अलगअलग मामले दर्ज किए चारों मामलों रिमांड बन पाया सीजेएम कोर्ट विवेचक अर्जी वारंट बी जारी विधायक पेश पत्र केंद्रीय जेल भेज कड़ी सुरक्षा बीच जनवरी पेश तिथि निश्चित केंद्रीय जेल जेलर बीके ङ्क्षसह कोर्ट अवगत राज्यपाल कार्यक्रम माघ मेला पुलिसकर्मियों ड्यूटी लगने वजह गारद उपलब्ध कराई सकी कारण पेश दोपहर वीडियो कांफ्रेंसिंग सुनवाई कयास लगाया देर शाम सकी विधायक अधिवक्ता हंसाराम शुक्ला विवेचक अर्जी वारंट बी जारी तिथि कोर्ट निर्धारित करेगी सामूहिक दुष्कर्म मामले विधायक अलावा कारोबारी पुत्र विष्णु मिश्र भतीजे पुत्र ज्योति मिश्रा आरोपित विष्णु मिश्र फरार जबकि ज्योति मिश्रा जेल ज्योति जमानत अर्जी शुक्रवार बहस होकर आदेश सुरक्षित जनपद न्यायाधीश आदेश शनिवार तिथि नियत,2021-01-16
थोक और फुटकर बाजार में सब्जियों का भाव गिरा बाहर भी नहीं भेजी जा रही सब्जियां,बलिया जेएनएन हरी सब्जियों भाव धराशायी कारण उत्पादक मायूस उपभोक्ताओं बल्लेबल्ले दिनों क्षेत्र हरी सब्जियों अच्छी पैदावार बाहर शहरों पहुंचता दरअसल मांग सापेक्ष सब्जियों उत् पादन कहीं अधिक वजह भाव गिरने लगा कोविड चलते ट्रेनों परिचालन ठप कारण बाहर शहरों सब्जी भेजने सिलसिला लगभग ठप कारण उत्पादन अनुपात खपत कम खरवास लग्न मुहूर्त कारण शादी विवाह आयोजन हरी सब्जियों खपत प्रभावित महीना रुपये बिकने वाली गोभी दिनों पांच रुपये रुपये किलो बिकने मटर छीीमी रुपये किलो बिक रुपये किलो बिकने टमाटर रुपये किलो बिक स्थिति हरी सब्जियों दिन खरीदार मिलने सब्जी उत्पादक सब्जियों लोगों फ्री बांट चले सब्जी उत्पादक किसान राम जियावन हरि राम केशव प्रजापति कृष्ण मुरारी किसानों स्थिति सब्जी खेती लागत निकल पाएगा सब्जी उपभोक्ताओं बल्ले बल्ले क्योंकि रुपये झोला भर सब्जी सब्जी उत्पादक किसान लागत कैसे निकाले समझ,2021-01-16
बलिया जिले में बहुरिया का कुआं कभी क्षेत्र की मिटाता था प्‍यास आज खुद के पहचान की तलाश,बलिया जेएनएन हमारे पूर्वज पर्यावरण प्रकृति महत्व जानते बड़े बड़े राजा जमींदार व्यवसायी धार्मिक सामाजिक कार्यो बढ़ चढ़ हिस्सा आज हम पूर्वजों धरोहर तालाब कुएं बगीचे संरक्षित पा रहें विकास खंड रेवती अंतर्गत झरकटहां ग्राम सभा वशिष्ठनगर प्लाट गांव स्थित बहुरिया कुआं इनार संरक्षक देखरेख अभाव पहचान खोने कगार कुआं दूसरा नमूना पूरे पूर्वांचल कहीं आज करोड़ रुपये खर्च कुआं बनना संभव दिखता कुआं खासियत कुआं खासियत साइड पांच फीट चौड़ी मवेशियों पानी पीने हौदा बना चढऩे तरफ सीढ़ी कुआं ऊपरी सतह कमरे बने उसमें क्षेत्र आवागमन व्यक्ति विश्राम आज शासन प्रशासन जनप्रतिनिधियों उपेक्षा चलते अस्तित्व समाप्ति कगार ऊपर झाड़झंखाड़ उग आए आसपास उपले पाथ बहुरिया कहने कुआं निर्माण लगभग डेढ़ सौ वर्ष पूर्व झरकटहां ग्रामवासी रामदिहल ङ्क्षसह जमींदार खानदान शादी डोली बैठ कन्या बहुरिया झरकटहां ससुराल वशिष्ठनगर प्लाट गांव कुआं स्थित गर्मी धूप चलते कहारों डोली रखा कहारों प्यास लगी विरान स्थल दूरदूर कहीं पानी कुआं नजर आया पीड़ा बहुरिया महसूस ससुराल आते बहुरिया मांग रखा वीरान स्थल कुआं निर्माण जाए मांग अतिरेवती बलिया हमारे पूर्वज पर्यावरण प्रकृति महत्व जानते बड़े बड़े राजा जमींदार व्यवसायी धार्मिक सामाजिक कार्यो बढ़ चढ़ हिस्सा आज हम पूर्वजों धरोहर तालाब कुएं बगीचे संरक्षित पा रहें महत्वपूर्ण मानते ससुराल लोगों कुआं निर्माण कुआं जल मीठा चलते दूर दराज पानी पीने पहुंचते इनके खानदान रामाशीष ङ्क्षसह गांव तथा पुत्र गुंजन ङ्क्षसह बलिया रहते झरकटहां ग्राम सभा पूर्व प्रधान राजकिशोर यादव जीर्णोद्धार बार पहल शासन स्तर बजट आया,2021-01-16
सोनभद्र में जंगली जानवर के हमले से चार दिन में छह बकरियों की मौत वन विभाग की टीम खोज में जुटी,सोनभद्र जेएनएन चार दिनों जंगली जानवर हमले छह बकरियों मौत पशु पालकों अफरातफरी मच पशु पालकों जिला प्रशासन हिंसक जानवर पकडऩे गुहार लगाई ओबरा वन प्रभाग डाला वन रेंज क्षेत्र जंगलों जंगली जानवर हमले परेशान जानवर पिछले चार दिनों छह बकरियों मार गिराया डाला चढ़ाई निवासी बकरी पालक विजेंद्र आठ वर्षों बकरी पालन व्यवसाय उनकेे पास बकरियां जिनमें तीन बकरियों चार दिन जंगली जानवर मार पशु पालक बाबू लाल पाल पिछले काफी समय जंगलों जनवरों जाते पिछले दिनों गायब तीन दिन बकरी गायब जिसका अवशेष दूर पशु पालकों मानना जंगली जानवर बकरियों मार पशु पालक विजय साहनी बुधवार बकरियों झूंड गायब खोजने मिले जंगल एकाएक घट हादसे पशु पालक सहम तेंदुआ आने पुष्टि जंगलों बकरियों शिकार मामला सामने आया तेंदुआ आने पुष्ट जानकारी वन विभाग टीम मौके भेजी पूरे मामले जांच कराई प्रखर मिश्रा प्रभागीय वनाधिकारी ओबरा,2021-01-16
नई व्‍यवस्‍था में प्रमोशन के लिए शिक्षकों को जुटाने होंगे अंक शिक्षक खुद करेंगे अपना मूल्यांकन,चंदौली जेएनएन परिषदीय स्कूलों शिक्षकों प्रमोशन आसान अंक जुटाने होंगे शिक्षकों वार्षिक गोपनीय आख्या कारपोरेट तर्ज लिखी शिक्षक खुद मूल्यांकन अधिकारी स्तर अंक देंगे शिक्षकों नंबर देने मानक तय दिए अगले शैक्षिक सत्र नई व्यवस्था लागू बेसिक शिक्षा महानिदेशक शिक्षकों सालाना गोपनीय रिपोर्ट मंगाने योजना बनाई विभागीय अधिकारी शिक्षकों योगदान अनुसार अंक देंगे प्रधानाध्यापकों सहायक अध्यापकों प्रमोशन आधार बनेगा आपरेशन कायाकल्प दीक्षा पोर्टल उपयोग लर्निंग आउटकम अंतिम परीक्षा शिक्षक पढ़ाए विषय बच्चों ग्रेड छात्रों पुस्तकालय उपयोग समेत बिंदुओं योगदान समीक्षा प्रधानाध्यापक अध्यापक अप्रैल मानव संपदा पोर्टल स्व मूल्यांकन मई बीईओ मूल्यांकन रिपोर्ट दाखिल बीएसए मई आख्या शासन भेजेंगे सहायक अध्यापक पढ़ाए विषय छात्र ए प्लस ग्रेड प्राप्त अंक ए ग्रेड बी ग्रेड सी ग्रेड आठ डी ग्रेड पाने चार अंक मिलेंगे कक्षा फीसद छात्र परीक्षा ए प्लस अथवा ए ग्रेड पाते मूल्यांकन शिक्षक पूरे अंक दिए जाएंगे प्रकार एसएमसी बैठक नियमित प्रतिभाग अंक छात्रों पुस्तकालय प्रयोग शिक्षण संग्रह माड्यूल नियमित उपयोग अवस्थापना सुविधाएं अंक अथवा शून्य विद्यालय छात्रों फीसद उपस्थिति पांच फीसद अधिक उपस्थिति डिजिटल शिक्षा सामग्री प्रयोग शतप्रतिशत छात्रों रिजल्ट कार्ड वितरित आउट आफ स्कूल बच्चों सर्वेक्षण नामांकन शिक्षकों स्कूल फीसद उपस्थिति पांच फीसद अधिक अंक दिए जाएंगे बोले अधिकारी शासन शिक्षकों मूल्यांकन निर्देश जारी दिए नए शैक्षिक सत्र व्यवस्था लागू शिक्षक मानक अनुरूप ईमानदारी दायित्व निभाएं भोलेंद्र प्रताप सिंह बीएसए,2021-01-16
बर्ड फ्लू के खौफ में होटल और रेस्टोरेंट के किचन से बाहर हो गया चिकन कमाई हो गई आधी,चंदौली जेएनएन बर्ड फ्लू मुर्गा अंडा कारोबारियों धुकधुकी बढ़ नगर अधिकतर होटल रेस्टोरेंट ढाबों किचन अंडा मुर्गा बाहर होटलों रेस्टोरेंटों चिकन अंडे मांग अधिक रहती आर्डर नहींं इससे कारोबारियों परेशानी बढ़ कोरोना दौरान दूसरा ऐसा मामला मुर्गा अंडा कारोबारियों परेशानी बढ़ी नगर लगभग रोजाना तीन लाख अधिक अंडे दस क्विंटल अधिक मुर्गा खपत कारोबारियों अनुसार सप्ताह अंडे कीमत लगभग रुपये प्रति पेटी मुर्गे कीमत रुपये प्रतिकिलो घटी एवियन इन्फ्लूएंजा यानी बर्ड फ्लू लगातार पांव पसार देश राज्यों फैल चुका केरल राजस्थान मध्य प्रदेश हिमाचल प्रदेश हरियाणा गुजरात उत्तर प्रदेश दिल्ली महाराष्ट्र बर्ड फ्लू दस्तक बर्ड फ्लू लोगों डरा अंडा मुर्गा खाने परहेज हरी सब्जियों मांग बढ़ अंडा मुर्गा कारोबारी सुबह शाम ग्राहकों इंतजार बैठे प्रतिशत अंडा मुर्गा सेवन बोले दुकानदार तुलना बर्ड फ्लू वजह खपत घट वैसे जिले कोलकाता अंडा आता इससे बर्ड फ्लू ज्यादा खतरा दीपक कुमार दुकानदार रुपये दर्जन बिकने अंडा रुपये दर्जन बिक जगह रुपये पेटी बिक बर्ड फ्लू खपत सीधे आधी मोहम्मद आरिफ थोक दुकानदार बर्ड फ्लू दुकान खुलते ग्राहकों भीड़ लग जाती सुबह शाम ग्राहकों इंतजार बीत अधिकांश अंडा खाने परहेज सगीर अंसारी दुकानदार,2021-01-16
गाजीपुर में पीपा पुल का पायल क्षतिग्रस्त चार दिन भी नहीं चल पाया पीपा पुल,गाजीपुर जेएनएन आखिर वही जिसका लोगों अंदेशा काफी प्रयास आवागमन तैयार किए पीपा पुल पायल भारी वाहनों संचालन गुरुवार रात टूटकर क्षतिग्रस्त इससे आवागमन ठप शासन क्षेत्र जमानियां सेवराई तहसील विभिन्न गांवों सीमावर्ती बिहार आवागमन बच्छलपुररामपुर गंगा तट पीपा पुल निर्माण वर्ष प्राकृतिक वजहों तीन भाग पुल निर्माण मुख्य धारा दोनों बालू बालू पुल उत्तरी सिरे पास कटान पायल बनाया जाना दुष्कर कर्मियों प्रयास बीते सोमवार पुल तैयार आवागमन बहाल आवागमन लाल बालू कारोबारी पुल बड़े ट्रैक्टर ट्राली बोगा आवागमन दिए अवैध वाहन संचालन बात आशंका पुल शायद काफी दिन दुरुस्त सके अवैध खेल हमीद सेतु भारी वाहनों बंद रेवतीपुररामपुर दूरी काफी कम बालू कारोबारी अवैध ढंग पीपा पुल ट्रैक्टर लगे काफी बड़ीबड़ी ट्रालियों रातदिन बालू ढुलाई कार्य कराते स्थानीय स्तर प्रशासनिक पुलिस अधिकारी सब जानकर अंजान बने रहकर कार्यों सहयोग लोगों वाहनों संचालन बंद शायद पुल सही सके निरीक्षण समय गुजरी बोगा अवैध तरीके वाहनों संचालन जानकारी लोक निर्माण विभाग खंड तृतीय सहायक अभियंता विशाल सिंह मौके गुरुवार पहुंचकर निरीक्षण किए निरीक्षण दौरान बोगा ट्राली सामने गुजरी अवैध वाहन संचालन रोक लगती पूर्व पुल पायल क्षतिग्रस्त आवागमन ठप लोगों जिलाधिकारी पुल विशेष ध्यान देने मांग,2021-01-16
Corona Vaccine  वाराणसी तैयार जानिए किसे लग सकती है कोरोना की वैक्सीन किसको नहीं,वाराणसी जेएनएन वैश्विक महामारी कोरोना बचाने देश विज्ञानियों तैयार टीकाकरण अभियान आज लोगों खासा उत्साह तमाम जिज्ञासा दैनिक जागरण शुक्रवार आयोजित प्रश्न पहर कार्यक्रम चिकित्सा विज्ञान संस्थान बीएचयू स्थित मालिक्यूलर बायोलाजी यूनिट अध्यक्ष प्रख्यात विषाणु विज्ञानी प्रो सुनीत कुमार सिंह पाठकों जिज्ञासाओं शांत कोरोना वैक्सीन साल उससे अधिक आयु व्यक्ति लगेगी हालांकि गंभीर बीमारी गर्भवती महिला महिला बच्चे स्तनपान वैक्सीन लगेगी सवाल क्या कोरोना वैक्सीन शत प्रतिशत कारगर रंजीत तिवारी बेलमा वाराणसी जवाब दुनिया वैक्सीन शतप्रतिशत कारगर कारण व्यक्ति जेनेटि बैकग्राउंड अलगअलग कोरोना स्वदेशी वैक्सीन काफी हद सही वैक्सीन लगने कोरोना बचाव गाइड लाइन पालन बेहतर जरूरी सवाल कोरोना वैक्सीन कब ली सकती रतन सिंह बांसडीहबलिया जवाब फिलहाल कोरोना वैक्सीन साल उससे अधिक आयु लग वैक्सीन डोज लगनी हेल्थ वकर्स अभियान शामिल सवाल क्या कोरोना मरीज वैक्सीन लग सकती प्रीतेश तिवारी रामेश्वर जवाब हां कोरोना पीडि़त चुके वैक्सीन लगवा सवाल क्या साइड इफेक्ट होंगे अनुसूति यादव शंकुलधारा पोखराखोजवां जवाब वैक्सीन लेने हल्का बुखार टीका लगता लाल स्वभाविक इससे पता चलता वैक्सीन कारगर हां अगर गंभीर बीमारी एलर्जी वैक्सीन चिकित्सक जरूर बताना सवाल शुगर समस्या क्या वैक्सीन लगाई सकती डा प्रेम प्रकाश पांडेयपुर जवाब वैक्सीन एंटी बाडी तैयार अगर बड़ी समस्या वैक्सीन ली सकती वैसे वैक्सीन चिकित्सक आपके मेडिकल हिस्ट्री बारे पूछेंगे सही जानकारी देनी सवाल हमलोगों कोरोना वैक्सीन कब कैसे लगेगी पारसनाथ जायसवाल चोलापुर जवाब चरण हेल्थ वकर्स वैक्सीन लगने लोगों डीएम सीएमओ प्रोग्राम बनाया समाचारों माध्यम समयसमय जानकारी मिलती अनावश्यक भाग दौड़ जरूरत बात साइड इफेक्ट हल्का बुखार दर्द सामान्य बात सवाल कोरोना क्या उन्हे वैक्सीन लग सकती शीतला प्रसाद केसरी सिकंदरपुर चकियाचंदौली जवाब हां सरकार जारी नियमों पालन कोरोना पीडि़त चुके व्यक्ति वैक्सीन लग सकती सवाल इतनी जल्द टीका कैसे तैयार होकर लोगों बीच अरविंद मूर्ति मऊ जवाब सामान्य स्थिति वैक्सीन तैयार साल अधिक समय लगता महामारी स्थिति अलग महामारी बचने वैक्सीन निर्माण इमरजेंसी यूज आर्थराइजेशनÓ तहत सारी प्रक्रिया समानांतर चलती वैक्सीन जल्दी तैयार खास बात स्वदेशी वैक्सीन गुणवत्ता बेहतर क्षेत्र विज्ञानियों रेगुलेटरी स्वीकृति जानना जरूरी सरकार जारी दिशानिर्देशों अनुसार लग टीका गर्भवती महिलाएं बच्चों स्तनपान महिलाएं लोगों टीकाकरण दौरान एलॢजक रिएक्शन वर्ष कम उम्र लोगों फिलहाल टीका लग टीके लगेंगे जिन्हेंं कोविड लक्षण जिन्होंने पिछले चार हफ्तों कोविड कारण प्लाज्मा थेरेपी ली व्यक्ति फिलहाल गंभीर बीमारी पीडि़त हों अस्पताल भर्ती हों अगर वैक्सीन लगी दिनों कोरोना वैक्सीन लगेगी दोनों कम कम दिन अंतर वर्ष अधिक आयु कोवैक्सीन कोविशील्ड नाम कोरोना वैक्सीन आई अगर पहला डोज लगेगा वही दूसरा लगना,2021-01-16
